5,1956
48,978
9,978
9,978
14,2864
1,978
48,978
25,1467
50,978
37,1467
25,1467
50,908
35,978
12,977
21,908
20,978
14,1467
9,978
10,1397
10,1396
20,1397
14,978
16,977
12,1467
17,978
18,1396
15,908
17,978
16,978
23,978
14,1397
13,1466
11,1397
15,1397
14,1467
27,1467
6,977
16,1396
11,1466
12,978
12,978
20,1397
15,1397
25,978
10,978
23,1467
23,908
22,1467
16,978
15,1396
24,1397
14,1397
16,1466
17,908
23,1397
18,1397
21,1467
25,908
23,978
11,1466
13,1467
9,977
14,908
9,978
9,977
18,978
19,1467
15,908
20,1467
18,908
17,1467
16,978
18,908
20,1467
20,908
21,1397
20,977
19,908
27,1397
16,1467
18,978
17,908
20,1466
20,1466
21,978
20,1396
19,908
27,978
19,1466
19,978
19,1467
19,978
19,1466
19,978
19,978
17,908
26,1467
18,1466
14,908
15,978
17,978
19,1397
12,1397
16,978
19,1397
15,978
14,978
15,978
16,1467
15,1467
13,1397
15,1397
17,907
14,1397
14,1397
22,1397
26,1467
21,1397
23,1397
23,978
18,1397
15,977
16,1397
16,908
16,978
17,977
20,1397
20,978
21,1396
27,1467
20,1397
19,1396
27,977
16,1397
17,1396
18,908
25,1397
19,1467
13,978
18,1397
10,978
21,1397
8,908
11,1397
22,908
16,1397
18,1397
15,1397
10,978
19,1467
13,1397
14,978
20,1467
28,977
14,978
20,1397
14,977
17,1467
25,1467
14,977
22,977
11,908
19,978
19,1397
15,978
24,908
15,908
15,1397
23,1397
14,978
15,908
24,1397
16,978
11,1467
14,1397
11,1467
15,1397
19,1397
15,1467
29,978
22,978
14,978
15,978
17,977
17,1397
25,978
13,978
13,977
13,978
17,978
15,908
15,978
14,1467
16,1396
18,1466
16,978
9,1467
10,1466
17,1396
19,1467
10,1466
11,908
11,908
12,1467
15,978
16,1466
14,908
12,908
14,978
10,978
12,908
22,908
13,978
21,1397
13,908
17,908
18,978
21,1397
12,908
16,978
14,1397
11,1397
17,1397
17,908
13,978
14,978
12,1466
22,1886
17,978
17,1397
23,1397
19,1467
14,978
24,1396
18,978
13,978
12,1466
11,978
9,978
10,908
13,1466
15,1467
16,1466
13,1397
13,908
21,908
7,908
9,1467
16,908
18,978
6,1466
14,1467
12,978
12,1397
15,1467
19,1397
10,1396
14,908
15,978
14,977
13,977
8,908
17,1397
12,1396
16,1397
16,978
10,1397
13,908
14,978
14,1397
12,977
12,978
22,1397
14,908
14,1467
13,1467
17,908
13,1397
13,978
13,978
14,978
10,1397
15,908
20,1397
20,1467
20,1466
17,1396
16,978
10,1467
19,1466
19,908
17,978
16,977
19,1397
14,908
21,978
13,978
17,1397
21,1467
15,1467
21,978
19,908
20,1397
22,978
12,978
15,977
11,977
18,978
16,978
16,1397
14,1397
12,1397
9,1397
14,1397
13,908
12,1396
18,978
16,978
15,977
9,978
16,978
8,1466
15,908
11,908
13,1397
24,1466
17,908
27,1397
12,1396
13,978
17,1397
20,978
16,978
17,978
14,1466
19,1397
18,1467
18,1466
21,978
21,1397
19,978
14,1467
18,1397
16,838
14,908
18,977
18,1397
17,1397
19,1467
19,1467
20,1467
17,1467
23,978
17,977
21,978
24,908
24,1396
21,908
19,1397
18,978
17,1397
27,908
21,1397
19,1397
22,908
17,978
14,1466
18,908
23,978
26,1467
8,978
13,1397
20,1467
25,978
22,1397
13,1397
15,1467
20,977
23,908
20,1397
24,908
22,1466
19,1467
15,1397
16,908
14,908
19,1397
21,1396
13,1397
19,978
17,908
17,908
21,1467
16,908
18,977
18,908
19,908
16,978
22,978
16,908
20,978
23,1397
23,978
20,908
18,1397
22,978
16,978
20,978
18,908
21,1397
16,1466
13,1467
17,1397
21,908
24,1467
16,1467
15,908
27,1467
26,1397
17,977
24,978
20,1397
15,1397
19,1466
21,1397
17,978
19,908
15,1397
21,1467
28,977
21,1397
14,1467
15,977
23,1396
10,1467
17,1467
27,1467
20,908
21,1397
12,1466
24,1467
12,1397
17,1397
18,1466
19,1467
19,908
25,908
19,1397
21,1467
26,1397
14,1396
18,1397
18,978
18,1467
13,1466
17,1397
20,908
16,978
23,1396
21,978
18,978
19,978
15,978
18,1467
26,908
29,977
20,978
17,978
17,978
22,977
16,978
16,1397
21,1397
24,1467
16,978
15,977
21,977
27,1466
26,1397
17,978
20,908
15,1397
21,977
19,978
10,978
27,908
21,1397
12,978
24,1466
25,1396
19,978
13,1397
20,1396
19,1397
27,1397
28,978
21,978
16,978
21,1397
27,977
17,978
17,1397
16,978
12,977
27,1397
12,2864
16,1397
11,1467
19,978
11,1397
24,1396
19,1467
16,1397
10,907
15,1396
17,1397
12,1467
12,908
13,1397
13,1886
14,1397
14,1467
13,1397
11,1397
15,977
11,978
11,978
17,978
18,978
16,908
19,908
14,977
12,978
16,1397
11,1396
19,1467
18,1467
15,1467
26,1397
22,1467
26,1466
18,978
18,1397
12,908
16,1466
11,1467
13,1397
6,1397
14,1396
8,1467
13,908
8,1466
8,1397
