1,20.26
2,20.45
3,20.36
4,20.27
5,20.22
6,20.25
7,20.29
8,20.25
9,20.24
10,20.29
11,20.29
12,20.41
13,20.27
14,29.62
15,37.86
16,33.52
17,37.84
18,37.86
19,24.68
20,25.07
21,38.28
22,37.99
23,37.71
24,33.21
25,40.42
26,37.89
27,27.65
28,27.33
29,31.96
30,32.40
31,33.25
32,38.20
33,33.21
34,27.73
35,36.88
36,40.94
37,35.35
38,30.27
39,32.52
40,33.01
41,38.89
42,38.22
43,33.02
44,34.39
45,35.18
46,33.52
47,40.79
48,38.29
49,40.70
50,40.83
51,37.62
52,32.87
53,40.61
54,38.77
55,37.99
56,39.80
57,54.71
58,33.51
59,44.81
60,47.94
61,50.17
62,38.08
63,50.67
64,46.04
65,41.56
66,35.54
67,43.35
68,55.69
69,43.39
70,43.84
71,46.51
72,42.05
73,43.19
74,42.71
75,83.83
76,38.74
77,43.82
78,49.56
79,53.73
80,44.61
81,38.75
82,54.86
83,63.93
84,44.84
85,42.22
86,47.85
87,49.46
88,43.55
89,41.59
90,44.59
91,43.18
92,43.99
93,78.58
94,44.96
95,45.24
96,83.32
97,69.83
98,49.58
99,45.24
100,53.19
101,40.37
102,40.91
103,44.96
104,44.77
105,52.36
106,46.24
107,58.34
108,48.97
109,78.90
110,50.70
111,49.38
112,51.14
113,51.04
114,64.81
115,48.47
116,46.07
117,63.70
118,54.13
119,94.92
120,55.33
121,51.63
122,46.38
123,51.86
124,87.82
125,71.70
126,60.60
127,52.62
128,52.70
129,55.94
130,55.27
131,53.19
132,42.03
133,103.24
134,55.57
135,44.59
136,49.66
137,67.86
138,49.98
139,48.41
140,46.05
141,45.57
142,87.97
143,45.90
144,105.79
145,48.14
146,69.71
147,96.48
148,51.55
149,50.74
150,58.97
151,51.55
152,123.65
153,52.29
154,51.46
155,71.87
156,78.54
157,55.04
158,145.75
159,45.25
160,84.02
161,99.24
162,54.26
163,48.03
164,73.08
165,99.69
166,110.33
167,55.14
168,106.52
169,60.50
170,54.07
171,51.86
172,60.94
173,114.73
174,59.90
175,98.49
176,61.16
177,87.41
178,63.88
179,46.50
180,56.01
181,89.68
182,111.46
183,52.67
184,53.03
185,57.10
186,63.97
187,115.31
188,53.98
189,88.93
190,149.76
191,54.69
192,137.39
193,57.94
194,91.93
195,68.07
196,105.90
197,118.78
198,167.62
199,66.31
200,94.69
201,51.63
202,167.65
203,71.42
204,70.29
205,97.15
206,132.64
207,123.08
208,111.47
209,145.47
210,96.97
211,66.04
212,62.59
213,53.96
214,61.10
215,98.11
216,58.28
217,49.13
218,101.62
219,117.86
220,95.90
221,107.79
222,108.80
223,103.28
224,58.78
225,154.88
226,153.30
227,192.42
228,153.90
229,155.86
230,94.58
231,117.70
232,156.32
233,186.64
234,176.55
235,119.92
236,122.80
237,73.48
238,116.83
239,107.93
240,64.70
241,147.08
242,168.35
243,67.09
244,130.88
245,157.15
246,102.09
247,145.59
248,132.20
249,138.75
250,124.70
251,131.27
252,181.45
253,75.83
254,77.22
255,129.30
256,105.36
257,136.60
258,76.04
259,116.80
260,95.43
261,92.59
262,80.84
263,52.00
264,90.08
265,56.20
266,100.54
267,113.72
268,105.35
269,49.48
270,165.84
271,91.25
272,103.52
273,62.35
274,154.88
275,75.76
276,63.00
277,59.00
278,79.45
279,184.63
280,101.95
281,104.95
282,138.64
283,67.96
284,130.95
285,177.94
286,170.43
287,168.03
288,75.58
289,189.67
290,109.92
291,146.34
292,133.86
293,58.14
294,129.53
295,116.92
296,63.77
297,65.35
298,119.78
299,133.05
300,175.57
301,132.38
302,193.80
303,92.89
304,83.69
305,69.52
306,141.63
307,103.26
308,150.20
309,131.65
310,139.60
311,59.55
312,139.62
313,62.36
314,67.46
315,69.10
316,57.54
317,98.33
318,201.80
319,163.66
320,147.55
321,66.94
322,201.48
323,190.39
324,119.18
325,172.26
326,121.26
327,157.69
328,160.67
329,166.10
330,208.00
331,157.24
332,66.58
333,163.08
334,197.47
335,213.41
336,187.19
337,142.20
338,143.77
339,116.94
340,67.60
341,204.07
342,85.25
343,140.59
344,108.43
345,138.39
346,132.95
347,272.14
348,68.58
349,104.49
350,92.44
351,152.16
352,153.01
353,158.63
354,157.89
355,114.34
356,188.96
357,153.28
358,178.39
359,240.79
360,165.97
361,212.15
362,189.30
363,71.18
364,115.95
365,70.01
366,173.73
367,268.28
368,137.66
369,122.10
370,109.39
371,160.87
372,168.56
373,111.27
374,163.67
375,265.98
376,101.28
377,216.04
378,118.85
379,171.89
380,207.95
381,71.53
382,212.21
383,121.00
384,127.15
385,174.51
386,218.34
387,162.11
388,146.15
389,151.99
390,156.02
391,141.27
392,176.83
393,159.26
394,158.54
395,177.91
396,103.73
397,246.76
398,148.89
399,168.53
400,153.81
401,161.60
402,173.07
403,218.88
404,93.34
405,156.15
406,100.28
407,124.78
408,136.51
409,174.67
410,70.74
411,169.18
412,197.50
413,200.05
414,199.75
415,222.19
416,220.03
417,207.13
418,190.73
419,218.60
420,249.24
421,73.15
422,289.22
423,179.00
424,198.67
425,166.32
426,180.96
427,142.32
428,227.21
429,89.69
430,71.20
431,221.98
432,154.58
433,127.44
434,153.19
435,75.19
436,239.13
437,157.27
438,160.81
439,164.33
440,226.75
441,278.48
442,107.85
443,194.55
444,235.08
445,186.85
446,80.40
447,172.96
448,129.34
449,219.47
450,200.36
451,189.56
452,201.49
453,296.79
454,142.76
455,82.85
456,124.46
457,121.63
458,137.32
459,170.76
460,116.35
461,250.94
462,236.95
463,174.96
464,210.89
465,176.77
466,157.62
467,155.35
468,145.80
469,241.88
470,165.60
471,190.27
472,327.60
473,200.62
474,201.53
475,123.32
476,148.59
477,235.50
478,244.79
479,202.04
480,106.38
481,120.31
482,124.99
483,203.86
484,246.55
485,145.34
486,136.98
487,165.82
488,235.64
489,212.35
490,203.33
491,152.83
492,189.77
493,136.36
494,113.36
495,178.77
496,180.02
497,170.75
498,231.48
499,153.05
500,119.40
501,150.57
502,292.05
503,154.28
504,176.92
505,157.04
506,244.07
507,343.99
508,244.64
509,145.95
510,156.61
511,238.61
512,159.33
513,190.09
514,248.27
515,163.81
516,206.00
517,160.59
518,235.00
519,178.88
520,129.48
521,338.73
522,132.64
523,140.46
524,188.38
525,165.55
526,296.41
527,182.21
528,321.90
529,243.97
